,政黨,得票數,得票率,縣市,區
3753,台灣民眾黨,638,7.6627,苗栗縣,大湖鄉
3754,台灣維新,9,0.1081,苗栗縣,大湖鄉
3755,台澎黨,11,0.1321,苗栗縣,大湖鄉
3756,國會政黨聯盟,22,0.2642,苗栗縣,大湖鄉
3757,台灣團結聯盟,34,0.4084,苗栗縣,大湖鄉
3760,合一行動聯盟,32,0.1616,苗栗縣,公館鄉
3761,中華統一促進黨,84,0.4242,苗栗縣,公館鄉
3762,親民黨,884,4.4640,苗栗縣,公館鄉
3763,安定力量,78,0.3939,苗栗縣,公館鄉
3764,台灣基進,329,1.6614,苗栗縣,公館鄉
3765,時代力量,1578,7.9685,苗栗縣,公館鄉
3766,新黨,157,0.7928,苗栗縣,公館鄉
3767,喜樂島聯盟,47,0.2373,苗栗縣,公館鄉
3768,中國國民黨,9666,48.8108,苗栗縣,公館鄉
3769,一邊一國行動黨,39,0.1969,苗栗縣,公館鄉
3770,勞動黨,34,0.1717,苗栗縣,公館鄉
3771,綠黨,263,1.3281,苗栗縣,公館鄉
3772,宗教聯盟,47,0.2373,苗栗縣,公館鄉
3773,民主進步黨,4419,22.3148,苗栗縣,公館鄉
3774,台灣民眾黨,1961,9.9025,苗栗縣,公館鄉
3775,台灣維新,16,0.0808,苗栗縣,公館鄉
3776,台澎黨,13,0.0656,苗栗縣,公館鄉
3777,國會政黨聯盟,70,0.3535,苗栗縣,公館鄉
3778,台灣團結聯盟,86,0.4343,苗栗縣,公館鄉
3781,合一行動聯盟,20,0.1871,苗栗縣,銅鑼鄉
3782,中華統一促進黨,62,0.5801,苗栗縣,銅鑼鄉
3783,親民黨,328,3.0691,苗栗縣,銅鑼鄉
3784,安定力量,60,0.5614,苗栗縣,銅鑼鄉
3785,台灣基進,159,1.4878,苗栗縣,銅鑼鄉
3786,時代力量,749,7.0085,苗栗縣,銅鑼鄉
3787,新黨,92,0.8609,苗栗縣,銅鑼鄉
3788,喜樂島聯盟,25,0.2339,苗栗縣,銅鑼鄉
3789,中國國民黨,5617,52.5592,苗栗縣,銅鑼鄉
3790,一邊一國行動黨,24,0.2246,苗栗縣,銅鑼鄉
3791,勞動黨,33,0.3088,苗栗縣,銅鑼鄉
3792,綠黨,131,1.2258,苗栗縣,銅鑼鄉
3793,宗教聯盟,19,0.1778,苗栗縣,銅鑼鄉
3794,民主進步黨,2264,21.1846,苗栗縣,銅鑼鄉
3795,台灣民眾黨,1014,9.4882,苗栗縣,銅鑼鄉
3796,台灣維新,6,0.0561,苗栗縣,銅鑼鄉
3797,台澎黨,9,0.0842,苗栗縣,銅鑼鄉
3798,國會政黨聯盟,28,0.2620,苗栗縣,銅鑼鄉
3799,台灣團結聯盟,47,0.4398,苗栗縣,銅鑼鄉
3802,合一行動聯盟,9,0.1590,苗栗縣,南庄鄉
3803,中華統一促進黨,51,0.9009,苗栗縣,南庄鄉
3804,親民黨,183,3.2326,苗栗縣,南庄鄉
3805,安定力量,17,0.3003,苗栗縣,南庄鄉
3806,台灣基進,55,0.9716,苗栗縣,南庄鄉
3807,時代力量,318,5.6174,苗栗縣,南庄鄉
3808,新黨,75,1.3249,苗栗縣,南庄鄉
3809,喜樂島聯盟,16,0.2826,苗栗縣,南庄鄉
3810,中國國民黨,3326,58.7529,苗栗縣,南庄鄉
3811,一邊一國行動黨,9,0.1590,苗栗縣,南庄鄉
3812,勞動黨,20,0.3533,苗栗縣,南庄鄉
3813,綠黨,49,0.8656,苗栗縣,南庄鄉
3814,宗教聯盟,11,0.1943,苗栗縣,南庄鄉
3815,民主進步黨,1059,18.7069,苗栗縣,南庄鄉
3816,台灣民眾黨,380,6.7126,苗栗縣,南庄鄉
3817,台灣維新,8,0.1413,苗栗縣,南庄鄉
3818,台澎黨,6,0.1060,苗栗縣,南庄鄉
3819,國會政黨聯盟,36,0.6359,苗栗縣,南庄鄉
3820,台灣團結聯盟,33,0.5829,苗栗縣,南庄鄉
3823,合一行動聯盟,11,0.1640,苗栗縣,頭屋鄉
3824,中華統一促進黨,32,0.4772,苗栗縣,頭屋鄉
3825,親民黨,253,3.7727,苗栗縣,頭屋鄉
3826,安定力量,22,0.3281,苗栗縣,頭屋鄉
3827,台灣基進,74,1.1035,苗栗縣,頭屋鄉
3828,時代力量,498,7.4262,苗栗縣,頭屋鄉
3829,新黨,39,0.5816,苗栗縣,頭屋鄉
3830,喜樂島聯盟,10,0.1491,苗栗縣,頭屋鄉
3831,中國國民黨,3604,53.7429,苗栗縣,頭屋鄉
3832,一邊一國行動黨,20,0.2982,苗栗縣,頭屋鄉
3833,勞動黨,17,0.2535,苗栗縣,頭屋鄉
3834,綠黨,86,1.2824,苗栗縣,頭屋鄉
3835,宗教聯盟,20,0.2982,苗栗縣,頭屋鄉
3836,民主進步黨,1386,20.6681,苗栗縣,頭屋鄉
3837,台灣民眾黨,588,8.7683,苗栗縣,頭屋鄉
3838,台灣維新,6,0.0895,苗栗縣,頭屋鄉
3839,台澎黨,8,0.1193,苗栗縣,頭屋鄉
3840,國會政黨聯盟,13,0.1939,苗栗縣,頭屋鄉
3841,台灣團結聯盟,19,0.2833,苗栗縣,頭屋鄉
3844,合一行動聯盟,10,0.0995,苗栗縣,三義鄉
3845,中華統一促進黨,32,0.3185,苗栗縣,三義鄉
3846,親民黨,334,3.3244,苗栗縣,三義鄉
3847,安定力量,59,0.5872,苗栗縣,三義鄉
3848,台灣基進,181,1.8015,苗栗縣,三義鄉
3849,時代力量,645,6.4198,苗栗縣,三義鄉
3850,新黨,101,1.0053,苗栗縣,三義鄉
3851,喜樂島聯盟,23,0.2289,苗栗縣,三義鄉
3852,中國國民黨,4913,48.9002,苗栗縣,三義鄉
3853,一邊一國行動黨,38,0.3782,苗栗縣,三義鄉
3854,勞動黨,19,0.1891,苗栗縣,三義鄉
3855,綠黨,136,1.3536,苗栗縣,三義鄉
3856,宗教聯盟,53,0.5275,苗栗縣,三義鄉
3857,民主進步黨,2140,21.2999,苗栗縣,三義鄉
3858,台灣民眾黨,1269,12.6306,苗栗縣,三義鄉
3859,台灣維新,8,0.0796,苗栗縣,三義鄉
3860,台澎黨,12,0.1194,苗栗縣,三義鄉
3861,國會政黨聯盟,21,0.2090,苗栗縣,三義鄉
3862,台灣團結聯盟,53,0.5275,苗栗縣,三義鄉
3865,合一行動聯盟,9,0.2120,苗栗縣,西湖鄉
3866,中華統一促進黨,16,0.3768,苗栗縣,西湖鄉
3867,親民黨,197,4.6397,苗栗縣,西湖鄉
3868,安定力量,18,0.4239,苗栗縣,西湖鄉
3869,台灣基進,53,1.2482,苗栗縣,西湖鄉
3870,時代力量,259,6.0999,苗栗縣,西湖鄉
3871,新黨,42,0.9892,苗栗縣,西湖鄉
3872,喜樂島聯盟,9,0.2120,苗栗縣,西湖鄉
3873,中國國民黨,2353,55.4169,苗栗縣,西湖鄉
3874,一邊一國行動黨,13,0.3062,苗栗縣,西湖鄉
3875,勞動黨,9,0.2120,苗栗縣,西湖鄉
3876,綠黨,59,1.3895,苗栗縣,西湖鄉
3877,宗教聯盟,7,0.1649,苗栗縣,西湖鄉
3878,民主進步黨,819,19.2887,苗栗縣,西湖鄉
3879,台灣民眾黨,354,8.3373,苗栗縣,西湖鄉
3880,台灣維新,3,0.0707,苗栗縣,西湖鄉
3881,台澎黨,1,0.0236,苗栗縣,西湖鄉
3882,國會政黨聯盟,7,0.1649,苗栗縣,西湖鄉
3883,台灣團結聯盟,18,0.4239,苗栗縣,西湖鄉
3886,合一行動聯盟,7,0.0921,苗栗縣,造橋鄉
3887,中華統一促進黨,42,0.5524,苗栗縣,造橋鄉
3888,親民黨,296,3.8932,苗栗縣,造橋鄉
3889,安定力量,43,0.5656,苗栗縣,造橋鄉
3890,台灣基進,125,1.6441,苗栗縣,造橋鄉
3891,時代力量,623,8.1941,苗栗縣,造橋鄉
3892,新黨,58,0.7629,苗栗縣,造橋鄉
3893,喜樂島聯盟,25,0.3288,苗栗縣,造橋鄉
3894,中國國民黨,3631,47.7575,苗栗縣,造橋鄉
3895,一邊一國行動黨,19,0.2499,苗栗縣,造橋鄉
3896,勞動黨,24,0.3157,苗栗縣,造橋鄉
3897,綠黨,82,1.0785,苗栗縣,造橋鄉
3898,宗教聯盟,25,0.3288,苗栗縣,造橋鄉
3899,民主進步黨,1800,23.6749,苗栗縣,造橋鄉
3900,台灣民眾黨,716,9.4173,苗栗縣,造橋鄉
3901,台灣維新,10,0.1315,苗栗縣,造橋鄉
3902,台澎黨,11,0.1447,苗栗縣,造橋鄉
3903,國會政黨聯盟,42,0.5524,苗栗縣,造橋鄉
3904,台灣團結聯盟,24,0.3157,苗栗縣,造橋鄉
3907,合一行動聯盟,4,0.0975,苗栗縣,三灣鄉
3908,中華統一促進黨,39,0.9503,苗栗縣,三灣鄉
3909,親民黨,151,3.6793,苗栗縣,三灣鄉
3910,安定力量,18,0.4386,苗栗縣,三灣鄉
3911,台灣基進,39,0.9503,苗栗縣,三灣鄉
3912,時代力量,288,7.0175,苗栗縣,三灣鄉
3913,新黨,27,0.6579,苗栗縣,三灣鄉
3914,喜樂島聯盟,12,0.2924,苗栗縣,三灣鄉
3915,中國國民黨,2116,51.5595,苗栗縣,三灣鄉
3916,一邊一國行動黨,12,0.2924,苗栗縣,三灣鄉
3917,勞動黨,14,0.3411,苗栗縣,三灣鄉
3918,綠黨,56,1.3645,苗栗縣,三灣鄉
3919,宗教聯盟,28,0.6823,苗栗縣,三灣鄉
3920,民主進步黨,887,21.6131,苗栗縣,三灣鄉
3921,台灣民眾黨,345,8.4064,苗栗縣,三灣鄉
3922,台灣維新,7,0.1706,苗栗縣,三灣鄉
3923,台澎黨,8,0.1949,苗栗縣,三灣鄉
3924,國會政黨聯盟,28,0.6823,苗栗縣,三灣鄉
3925,台灣團結聯盟,25,0.6092,苗栗縣,三灣鄉
3928,合一行動聯盟,4,0.1522,苗栗縣,獅潭鄉
3929,中華統一促進黨,15,0.5708,苗栗縣,獅潭鄉
3930,親民黨,91,3.4627,苗栗縣,獅潭鄉
3931,安定力量,6,0.2283,苗栗縣,獅潭鄉
3932,台灣基進,23,0.8752,苗栗縣,獅潭鄉
3933,時代力量,128,4.8706,苗栗縣,獅潭鄉
3934,新黨,10,0.3805,苗栗縣,獅潭鄉
3935,喜樂島聯盟,1,0.0381,苗栗縣,獅潭鄉
3936,中國國民黨,1572,59.8174,苗栗縣,獅潭鄉
3937,一邊一國行動黨,8,0.3044,苗栗縣,獅潭鄉
3938,勞動黨,7,0.2664,苗栗縣,獅潭鄉
3939,綠黨,13,0.4947,苗栗縣,獅潭鄉
3940,宗教聯盟,9,0.3425,苗栗縣,獅潭鄉
3941,民主進步黨,537,20.4338,苗栗縣,獅潭鄉
3942,台灣民眾黨,168,6.3927,苗栗縣,獅潭鄉
3943,台灣維新,2,0.0761,苗栗縣,獅潭鄉
3944,台澎黨,5,0.1903,苗栗縣,獅潭鄉
3945,國會政黨聯盟,11,0.4186,苗栗縣,獅潭鄉
3946,台灣團結聯盟,18,0.6849,苗栗縣,獅潭鄉
3949,合一行動聯盟,2,0.0568,苗栗縣,泰安鄉
3950,中華統一促進黨,13,0.3692,苗栗縣,泰安鄉
3951,親民黨,149,4.2318,苗栗縣,泰安鄉
3952,安定力量,27,0.7668,苗栗縣,泰安鄉
3953,台灣基進,29,0.8236,苗栗縣,泰安鄉
3954,時代力量,102,2.8969,苗栗縣,泰安鄉
3955,新黨,16,0.4544,苗栗縣,泰安鄉
3956,喜樂島聯盟,7,0.1988,苗栗縣,泰安鄉
3957,中國國民黨,2532,71.9114,苗栗縣,泰安鄉
3958,一邊一國行動黨,11,0.3124,苗栗縣,泰安鄉
3959,勞動黨,4,0.1136,苗栗縣,泰安鄉
3960,綠黨,23,0.6532,苗栗縣,泰安鄉
3961,宗教聯盟,3,0.0852,苗栗縣,泰安鄉
3962,民主進步黨,462,13.1213,苗栗縣,泰安鄉
3963,台灣民眾黨,117,3.3229,苗栗縣,泰安鄉
3964,台灣維新,0,0.0000,苗栗縣,泰安鄉
3965,台澎黨,2,0.0568,苗栗縣,泰安鄉
3966,國會政黨聯盟,5,0.1420,苗栗縣,泰安鄉
3967,台灣團結聯盟,17,0.4828,苗栗縣,泰安鄉
3970,合一行動聯盟,191,0.1351,彰化縣,彰化市
3971,中華統一促進黨,296,0.2094,彰化縣,彰化市
3972,親民黨,5364,3.7953,彰化縣,彰化市
3973,安定力量,930,0.6580,彰化縣,彰化市
3974,台灣基進,4692,3.3198,彰化縣,彰化市
3975,時代力量,12516,8.8557,彰化縣,彰化市
3976,新黨,984,0.6962,彰化縣,彰化市
3977,喜樂島聯盟,316,0.2236,彰化縣,彰化市
3978,中國國民黨,47957,33.9319,彰化縣,彰化市
3979,一邊一國行動黨,1358,0.9609,彰化縣,彰化市
3980,勞動黨,175,0.1238,彰化縣,彰化市
3981,綠黨,2925,2.0696,彰化縣,彰化市
3982,宗教聯盟,297,0.2101,彰化縣,彰化市
3983,民主進步黨,43820,31.0048,彰化縣,彰化市
3984,台灣民眾黨,18365,12.9941,彰化縣,彰化市
3985,台灣維新,90,0.0637,彰化縣,彰化市
3986,台澎黨,97,0.0686,彰化縣,彰化市
3987,國會政黨聯盟,358,0.2533,彰化縣,彰化市
3988,台灣團結聯盟,602,0.4259,彰化縣,彰化市
3991,合一行動聯盟,77,0.1552,彰化縣,鹿港鎮
3992,中華統一促進黨,147,0.2963,彰化縣,鹿港鎮
3993,親民黨,1833,3.6949,彰化縣,鹿港鎮
3994,安定力量,227,0.4576,彰化縣,鹿港鎮
3995,台灣基進,1539,3.1023,彰化縣,鹿港鎮
3996,時代力量,3885,7.8312,彰化縣,鹿港鎮
3997,新黨,250,0.5039,彰化縣,鹿港鎮
3998,喜樂島聯盟,107,0.2157,彰化縣,鹿港鎮
3999,中國國民黨,15021,30.2788,彰化縣,鹿港鎮
4000,一邊一國行動黨,549,1.1067,彰化縣,鹿港鎮
4001,勞動黨,80,0.1613,彰化縣,鹿港鎮
4002,綠黨,859,1.7315,彰化縣,鹿港鎮
4003,宗教聯盟,84,0.1693,彰化縣,鹿港鎮
4004,民主進步黨,18205,36.6970,彰化縣,鹿港鎮
4005,台灣民眾黨,6303,12.7054,彰化縣,鹿港鎮
4006,台灣維新,40,0.0806,彰化縣,鹿港鎮
4007,台澎黨,59,0.1189,彰化縣,鹿港鎮
4008,國會政黨聯盟,107,0.2157,彰化縣,鹿港鎮
4009,台灣團結聯盟,237,0.4777,彰化縣,鹿港鎮
4012,合一行動聯盟,98,0.1841,彰化縣,和美鎮
4013,中華統一促進黨,153,0.2874,彰化縣,和美鎮
4014,親民黨,2067,3.8821,彰化縣,和美鎮
4015,安定力量,272,0.5109,彰化縣,和美鎮
4016,台灣基進,1689,3.1722,彰化縣,和美鎮
4017,時代力量,4452,8.3615,彰化縣,和美鎮
4018,新黨,273,0.5127,彰化縣,和美鎮
4019,喜樂島聯盟,109,0.2047,彰化縣,和美鎮
4020,中國國民黨,17715,33.2714,彰化縣,和美鎮
4021,一邊一國行動黨,512,0.9616,彰化縣,和美鎮
4022,勞動黨,74,0.1390,彰化縣,和美鎮
4023,綠黨,1002,1.8819,彰化縣,和美鎮
4024,宗教聯盟,154,0.2892,彰化縣,和美鎮
4025,民主進步黨,16855,31.6561,彰化縣,和美鎮
4026,台灣民眾黨,7342,13.7893,彰化縣,和美鎮
4027,台灣維新,40,0.0751,彰化縣,和美鎮
4028,台澎黨,54,0.1014,彰化縣,和美鎮
4029,國會政黨聯盟,140,0.2629,彰化縣,和美鎮
4030,台灣團結聯盟,243,0.4564,彰化縣,和美鎮
4033,合一行動聯盟,23,0.2370,彰化縣,線西鄉
4034,中華統一促進黨,39,0.4019,彰化縣,線西鄉
4035,親民黨,442,4.5553,彰化縣,線西鄉
4036,安定力量,48,0.4947,彰化縣,線西鄉
4037,台灣基進,253,2.6074,彰化縣,線西鄉
4038,時代力量,721,7.4307,彰化縣,線西鄉
4039,新黨,44,0.4535,彰化縣,線西鄉
4040,喜樂島聯盟,16,0.1649,彰化縣,線西鄉
4041,中國國民黨,3642,37.5348,彰化縣,線西鄉
4042,一邊一國行動黨,113,1.1646,彰化縣,線西鄉
4043,勞動黨,26,0.2680,彰化縣,線西鄉
4044,綠黨,168,1.7314,彰化縣,線西鄉
4045,宗教聯盟,23,0.2370,彰化縣,線西鄉
4046,民主進步黨,2716,27.9913,彰化縣,線西鄉
4047,台灣民眾黨,1342,13.8308,彰化縣,線西鄉
4048,台灣維新,6,0.0618,彰化縣,線西鄉
4049,台澎黨,14,0.1443,彰化縣,線西鄉
4050,國會政黨聯盟,17,0.1752,彰化縣,線西鄉
4051,台灣團結聯盟,50,0.5153,彰化縣,線西鄉
4054,合一行動聯盟,50,0.2364,彰化縣,伸港鄉
4055,中華統一促進黨,76,0.3594,彰化縣,伸港鄉
4056,親民黨,764,3.6125,彰化縣,伸港鄉
4057,安定力量,108,0.5107,彰化縣,伸港鄉
4058,台灣基進,605,2.8607,彰化縣,伸港鄉
4059,時代力量,1753,8.2888,彰化縣,伸港鄉
4060,新黨,89,0.4208,彰化縣,伸港鄉
4061,喜樂島聯盟,56,0.2648,彰化縣,伸港鄉
4062,中國國民黨,7502,35.4721,彰化縣,伸港鄉
4063,一邊一國行動黨,180,0.8511,彰化縣,伸港鄉
4064,勞動黨,37,0.1749,彰化縣,伸港鄉
4065,綠黨,343,1.6218,彰化縣,伸港鄉
4066,宗教聯盟,92,0.4350,彰化縣,伸港鄉
4067,民主進步黨,6525,30.8525,彰化縣,伸港鄉
4068,台灣民眾黨,2756,13.0313,彰化縣,伸港鄉
4069,台灣維新,22,0.1040,彰化縣,伸港鄉
4070,台澎黨,35,0.1655,彰化縣,伸港鄉
4071,國會政黨聯盟,46,0.2175,彰化縣,伸港鄉
4072,台灣團結聯盟,110,0.5201,彰化縣,伸港鄉
4075,合一行動聯盟,66,0.2445,彰化縣,福興鄉
4076,中華統一促進黨,96,0.3556,彰化縣,福興鄉
4077,親民黨,1007,3.7298,彰化縣,福興鄉
4078,安定力量,153,0.5667,彰化縣,福興鄉
4079,台灣基進,818,3.0297,彰化縣,福興鄉
4080,時代力量,2034,7.5336,彰化縣,福興鄉
4081,新黨,106,0.3926,彰化縣,福興鄉
4082,喜樂島聯盟,52,0.1926,彰化縣,福興鄉
4083,中國國民黨,8218,30.4382,彰化縣,福興鄉
4084,一邊一國行動黨,307,1.1371,彰化縣,福興鄉
4085,勞動黨,48,0.1778,彰化縣,福興鄉
4086,綠黨,372,1.3778,彰化縣,福興鄉
4087,宗教聯盟,52,0.1926,彰化縣,福興鄉
4088,民主進步黨,10136,37.5421,彰化縣,福興鄉
4089,台灣民眾黨,3253,12.0486,彰化縣,福興鄉
4090,台灣維新,26,0.0963,彰化縣,福興鄉
4091,台澎黨,32,0.1185,彰化縣,福興鄉
4092,國會政黨聯盟,60,0.2222,彰化縣,福興鄉
4093,台灣團結聯盟,163,0.6037,彰化縣,福興鄉
4096,合一行動聯盟,47,0.2018,彰化縣,秀水鄉
4097,中華統一促進黨,82,0.3520,彰化縣,秀水鄉
4098,親民黨,822,3.5290,彰化縣,秀水鄉
4099,安定力量,100,0.4293,彰化縣,秀水鄉
4100,台灣基進,731,3.1383,彰化縣,秀水鄉
4101,時代力量,1926,8.2686,彰化縣,秀水鄉
4102,新黨,126,0.5409,彰化縣,秀水鄉
4103,喜樂島聯盟,51,0.2189,彰化縣,秀水鄉
4104,中國國民黨,7464,32.0440,彰化縣,秀水鄉
4105,一邊一國行動黨,234,1.0046,彰化縣,秀水鄉
4106,勞動黨,43,0.1846,彰化縣,秀水鄉
4107,綠黨,416,1.7859,彰化縣,秀水鄉
4108,宗教聯盟,57,0.2447,彰化縣,秀水鄉
4109,民主進步黨,8047,34.5469,彰化縣,秀水鄉
4110,台灣民眾黨,2909,12.4887,彰化縣,秀水鄉
4111,台灣維新,15,0.0644,彰化縣,秀水鄉
4112,台澎黨,31,0.1331,彰化縣,秀水鄉
4113,國會政黨聯盟,59,0.2533,彰化縣,秀水鄉
4114,台灣團結聯盟,133,0.5710,彰化縣,秀水鄉
4117,合一行動聯盟,48,0.1724,彰化縣,花壇鄉
4118,中華統一促進黨,82,0.2946,彰化縣,花壇鄉
4119,親民黨,1009,3.6245,彰化縣,花壇鄉
4120,安定力量,142,0.5101,彰化縣,花壇鄉
4121,台灣基進,787,2.8271,彰化縣,花壇鄉
4122,時代力量,2160,7.7592,彰化縣,花壇鄉
4123,新黨,184,0.6610,彰化縣,花壇鄉
4124,喜樂島聯盟,50,0.1796,彰化縣,花壇鄉
4125,中國國民黨,9919,35.6312,彰化縣,花壇鄉
4126,一邊一國行動黨,235,0.8442,彰化縣,花壇鄉
4127,勞動黨,33,0.1185,彰化縣,花壇鄉
4128,綠黨,466,1.6740,彰化縣,花壇鄉
4129,宗教聯盟,50,0.1796,彰化縣,花壇鄉
4130,民主進步黨,8800,31.6115,彰化縣,花壇鄉
4131,台灣民眾黨,3626,13.0254,彰化縣,花壇鄉
4132,台灣維新,23,0.0826,彰化縣,花壇鄉
4133,台澎黨,31,0.1114,彰化縣,花壇鄉
4134,國會政黨聯盟,77,0.2766,彰化縣,花壇鄉
4135,台灣團結聯盟,116,0.4167,彰化縣,花壇鄉
4138,合一行動聯盟,36,0.2516,彰化縣,芬園鄉
4139,中華統一促進黨,58,0.4054,彰化縣,芬園鄉
4140,親民黨,539,3.7671,彰化縣,芬園鄉
4141,安定力量,82,0.5731,彰化縣,芬園鄉
4142,台灣基進,377,2.6349,彰化縣,芬園鄉
4143,時代力量,860,6.0106,彰化縣,芬園鄉
4144,新黨,75,0.5242,彰化縣,芬園鄉
4145,喜樂島聯盟,26,0.1817,彰化縣,芬園鄉
4146,中國國民黨,4719,32.9815,彰化縣,芬園鄉
4147,一邊一國行動黨,137,0.9575,彰化縣,芬園鄉
4148,勞動黨,35,0.2446,彰化縣,芬園鄉
4149,綠黨,190,1.3279,彰化縣,芬園鄉
4150,宗教聯盟,35,0.2446,彰化縣,芬園鄉
4151,民主進步黨,5363,37.4825,彰化縣,芬園鄉
4152,台灣民眾黨,1575,11.0078,彰化縣,芬園鄉
4153,台灣維新,15,0.1048,彰化縣,芬園鄉
4154,台澎黨,35,0.2446,彰化縣,芬園鄉
4155,國會政黨聯盟,40,0.2796,彰化縣,芬園鄉
4156,台灣團結聯盟,111,0.7758,彰化縣,芬園鄉
4159,合一行動聯盟,74,0.1006,彰化縣,員林市
4160,中華統一促進黨,142,0.1931,彰化縣,員林市
4161,親民黨,2800,3.8071,彰化縣,員林市
4162,安定力量,396,0.5384,彰化縣,員林市
4163,台灣基進,2431,3.3054,彰化縣,員林市
4164,時代力量,6078,8.2641,彰化縣,員林市
4165,新黨,418,0.5683,彰化縣,員林市
4166,喜樂島聯盟,147,0.1999,彰化縣,員林市
4167,中國國民黨,25660,34.8893,彰化縣,員林市
4168,一邊一國行動黨,693,0.9423,彰化縣,員林市
4169,勞動黨,121,0.1645,彰化縣,員林市
4170,綠黨,1457,1.9810,彰化縣,員林市
4171,宗教聯盟,133,0.1808,彰化縣,員林市
4172,民主進步黨,23549,32.0190,彰化縣,員林市
4173,台灣民眾黨,8951,12.1704,彰化縣,員林市
4174,台灣維新,42,0.0571,彰化縣,員林市
4175,台澎黨,57,0.0775,彰化縣,員林市
4176,國會政黨聯盟,155,0.2107,彰化縣,員林市
4177,台灣團結聯盟,243,0.3304,彰化縣,員林市
4180,合一行動聯盟,72,0.2285,彰化縣,溪湖鎮
4181,中華統一促進黨,86,0.2729,彰化縣,溪湖鎮
4182,親民黨,1063,3.3736,彰化縣,溪湖鎮
4183,安定力量,150,0.4761,彰化縣,溪湖鎮
4184,台灣基進,959,3.0436,彰化縣,溪湖鎮
4185,時代力量,2465,7.8232,彰化縣,溪湖鎮
4186,新黨,147,0.4665,彰化縣,溪湖鎮
4187,喜樂島聯盟,46,0.1460,彰化縣,溪湖鎮
4188,中國國民黨,11304,35.8755,彰化縣,溪湖鎮
4189,一邊一國行動黨,286,0.9077,彰化縣,溪湖鎮
4190,勞動黨,38,0.1206,彰化縣,溪湖鎮
4191,綠黨,464,1.4726,彰化縣,溪湖鎮
4192,宗教聯盟,44,0.1396,彰化縣,溪湖鎮
4193,民主進步黨,10258,32.5558,彰化縣,溪湖鎮
4194,台灣民眾黨,3851,12.2219,彰化縣,溪湖鎮
4195,台灣維新,26,0.0825,彰化縣,溪湖鎮
4196,台澎黨,42,0.1333,彰化縣,溪湖鎮
4197,國會政黨聯盟,77,0.2444,彰化縣,溪湖鎮
4198,台灣團結聯盟,131,0.4158,彰化縣,溪湖鎮
4201,合一行動聯盟,27,0.1096,彰化縣,田中鎮
4202,中華統一促進黨,52,0.2110,彰化縣,田中鎮
4203,親民黨,788,3.1975,彰化縣,田中鎮
4204,安定力量,168,0.6817,彰化縣,田中鎮
4205,台灣基進,716,2.9054,彰化縣,田中鎮
4206,時代力量,1745,7.0808,彰化縣,田中鎮
4207,新黨,123,0.4991,彰化縣,田中鎮
4208,喜樂島聯盟,56,0.2272,彰化縣,田中鎮
4209,中國國民黨,8807,35.7369,彰化縣,田中鎮
4210,一邊一國行動黨,347,1.4081,彰化縣,田中鎮
4211,勞動黨,37,0.1501,彰化縣,田中鎮
4212,綠黨,372,1.5095,彰化縣,田中鎮
4213,宗教聯盟,72,0.2922,彰化縣,田中鎮
4214,民主進步黨,8343,33.8541,彰化縣,田中鎮
4215,台灣民眾黨,2779,11.2766,彰化縣,田中鎮
4216,台灣維新,15,0.0609,彰化縣,田中鎮
4217,台澎黨,33,0.1339,彰化縣,田中鎮
4218,國會政黨聯盟,50,0.2029,彰化縣,田中鎮
4219,台灣團結聯盟,114,0.4626,彰化縣,田中鎮
4222,合一行動聯盟,27,0.1206,彰化縣,大村鄉
4223,中華統一促進黨,54,0.2412,彰化縣,大村鄉
4224,親民黨,779,3.4799,彰化縣,大村鄉
4225,安定力量,105,0.4690,彰化縣,大村鄉
4226,台灣基進,651,2.9081,彰化縣,大村鄉
4227,時代力量,1744,7.7906,彰化縣,大村鄉
4228,新黨,83,0.3708,彰化縣,大村鄉
4229,喜樂島聯盟,62,0.2770,彰化縣,大村鄉
4230,中國國民黨,7509,33.5433,彰化縣,大村鄉
4231,一邊一國行動黨,235,1.0498,彰化縣,大村鄉
4232,勞動黨,63,0.2814,彰化縣,大村鄉
4233,綠黨,365,1.6305,彰化縣,大村鄉
4234,宗教聯盟,51,0.2278,彰化縣,大村鄉
4235,民主進步黨,7660,34.2178,彰化縣,大村鄉
4236,台灣民眾黨,2800,12.5078,彰化縣,大村鄉
4237,台灣維新,14,0.0625,彰化縣,大村鄉
4238,台澎黨,24,0.1072,彰化縣,大村鄉
4239,國會政黨聯盟,66,0.2948,彰化縣,大村鄉
4240,台灣團結聯盟,94,0.4199,彰化縣,大村鄉
4243,合一行動聯盟,66,0.3427,彰化縣,埔鹽鄉
4244,中華統一促進黨,107,0.5556,彰化縣,埔鹽鄉
4245,親民黨,688,3.5727,彰化縣,埔鹽鄉
4246,安定力量,113,0.5868,彰化縣,埔鹽鄉
4247,台灣基進,440,2.2849,彰化縣,埔鹽鄉
4248,時代力量,1330,6.9066,彰化縣,埔鹽鄉
4249,新黨,69,0.3583,彰化縣,埔鹽鄉
4250,喜樂島聯盟,48,0.2493,彰化縣,埔鹽鄉
4251,中國國民黨,7707,40.0218,彰化縣,埔鹽鄉
4252,一邊一國行動黨,189,0.9815,彰化縣,埔鹽鄉
4253,勞動黨,45,0.2337,彰化縣,埔鹽鄉
4254,綠黨,246,1.2775,彰化縣,埔鹽鄉
4255,宗教聯盟,55,0.2856,彰化縣,埔鹽鄉
4256,民主進步黨,5720,29.7035,彰化縣,埔鹽鄉
